timestamp,violation,alert_sent,snapshot,clip
2025-08-24T00:54:47.988719,NO_MASK,0,snapshots/NO_MASK_20250824_005447.jpg,clips/NO_MASK_20250824_005447.avi
2025-08-24T00:54:48.349654,NO_MASK,0,snapshots/NO_MASK_20250824_005448.jpg,clips/NO_MASK_20250824_005448.avi
2025-08-24T00:54:48.505598,NO_HELMET,0,snapshots/NO_HELMET_20250824_005448.jpg,clips/NO_HELMET_20250824_005448.avi
2025-08-24T00:54:48.646110,NO_HELMET,0,snapshots/NO_HELMET_20250824_005448.jpg,clips/NO_HELMET_20250824_005448.avi
2025-08-24T00:54:48.764305,NO_MASK,0,snapshots/NO_MASK_20250824_005448.jpg,clips/NO_MASK_20250824_005448.avi
2025-08-24T00:54:48.893917,NO_MASK,0,snapshots/NO_MASK_20250824_005448.jpg,clips/NO_MASK_20250824_005448.avi
2025-08-24T00:54:49.034032,NO_MASK,0,snapshots/NO_MASK_20250824_005449.jpg,clips/NO_MASK_20250824_005449.avi
2025-08-24T00:54:49.169124,NO_MASK,0,snapshots/NO_MASK_20250824_005449.jpg,clips/NO_MASK_20250824_005449.avi
2025-08-24T00:54:49.306931,NO_MASK,0,snapshots/NO_MASK_20250824_005449.jpg,clips/NO_MASK_20250824_005449.avi
2025-08-24T00:54:49.482500,NO_MASK,0,snapshots/NO_MASK_20250824_005449.jpg,clips/NO_MASK_20250824_005449.avi
2025-08-24T00:54:49.618674,NO_MASK,0,snapshots/NO_MASK_20250824_005449.jpg,clips/NO_MASK_20250824_005449.avi
2025-08-24T00:54:49.774472,NO_MASK,0,snapshots/NO_MASK_20250824_005449.jpg,clips/NO_MASK_20250824_005449.avi
2025-08-24T00:54:49.928270,NO_MASK,0,snapshots/NO_MASK_20250824_005449.jpg,clips/NO_MASK_20250824_005449.avi
2025-08-24T00:54:50.078409,NO_MASK,0,snapshots/NO_MASK_20250824_005450.jpg,clips/NO_MASK_20250824_005450.avi
2025-08-24T00:54:50.219170,NO_MASK,0,snapshots/NO_MASK_20250824_005450.jpg,clips/NO_MASK_20250824_005450.avi
2025-08-24T00:54:50.413113,NO_MASK,0,snapshots/NO_MASK_20250824_005450.jpg,clips/NO_MASK_20250824_005450.avi
2025-08-24T00:54:50.602611,NO_MASK,0,snapshots/NO_MASK_20250824_005450.jpg,clips/NO_MASK_20250824_005450.avi
2025-08-24T00:54:50.771700,NO_MASK,0,snapshots/NO_MASK_20250824_005450.jpg,clips/NO_MASK_20250824_005450.avi
2025-08-24T00:54:50.930428,NO_HELMET,0,snapshots/NO_HELMET_20250824_005450.jpg,clips/NO_HELMET_20250824_005450.avi
2025-08-24T00:54:51.098487,NO_MASK,0,snapshots/NO_MASK_20250824_005451.jpg,clips/NO_MASK_20250824_005451.avi
2025-08-24T00:54:51.258609,NO_MASK,0,snapshots/NO_MASK_20250824_005451.jpg,clips/NO_MASK_20250824_005451.avi
2025-08-24T00:54:51.399547,NO_SAFETY_VEST,0,snapshots/NO_SAFETY_VEST_20250824_005451.jpg,clips/NO_SAFETY_VEST_20250824_005451.avi
2025-08-24T00:54:51.563017,NO_HELMET,0,snapshots/NO_HELMET_20250824_005451.jpg,clips/NO_HELMET_20250824_005451.avi
2025-08-24T00:54:51.700141,NO_MASK,0,snapshots/NO_MASK_20250824_005451.jpg,clips/NO_MASK_20250824_005451.avi
2025-08-24T00:54:51.817166,NO_MASK,0,snapshots/NO_MASK_20250824_005451.jpg,clips/NO_MASK_20250824_005451.avi
2025-08-24T00:54:51.943328,NO_SAFETY_VEST,0,snapshots/NO_SAFETY_VEST_20250824_005451.jpg,clips/NO_SAFETY_VEST_20250824_005451.avi
2025-08-24T00:54:52.106818,NO_MASK,0,snapshots/NO_MASK_20250824_005452.jpg,clips/NO_MASK_20250824_005452.avi
2025-08-24T00:54:52.286472,NO_MASK,0,snapshots/NO_MASK_20250824_005452.jpg,clips/NO_MASK_20250824_005452.avi
2025-08-24T00:54:52.434811,NO_SAFETY_VEST,0,snapshots/NO_SAFETY_VEST_20250824_005452.jpg,clips/NO_SAFETY_VEST_20250824_005452.avi
2025-08-24T00:54:52.609192,NO_MASK,0,snapshots/NO_MASK_20250824_005452.jpg,clips/NO_MASK_20250824_005452.avi
2025-08-24T00:54:52.780687,NO_SAFETY_VEST,0,snapshots/NO_SAFETY_VEST_20250824_005452.jpg,clips/NO_SAFETY_VEST_20250824_005452.avi
2025-08-24T00:54:52.986385,NO_MASK,0,snapshots/NO_MASK_20250824_005452.jpg,clips/NO_MASK_20250824_005452.avi
2025-08-24T00:54:53.143142,NO_MASK,0,snapshots/NO_MASK_20250824_005453.jpg,clips/NO_MASK_20250824_005453.avi
2025-08-24T00:54:53.296787,NO_MASK,0,snapshots/NO_MASK_20250824_005453.jpg,clips/NO_MASK_20250824_005453.avi
2025-08-24T00:54:53.436536,NO_MASK,0,snapshots/NO_MASK_20250824_005453.jpg,clips/NO_MASK_20250824_005453.avi
2025-08-24T00:54:53.608069,NO_MASK,0,snapshots/NO_MASK_20250824_005453.jpg,clips/NO_MASK_20250824_005453.avi
2025-08-24T00:54:53.772317,NO_MASK,0,snapshots/NO_MASK_20250824_005453.jpg,clips/NO_MASK_20250824_005453.avi
2025-08-24T00:54:53.957379,NO_MASK,0,snapshots/NO_MASK_20250824_005453.jpg,clips/NO_MASK_20250824_005453.avi
2025-08-24T00:54:54.131769,NO_MASK,0,snapshots/NO_MASK_20250824_005454.jpg,clips/NO_MASK_20250824_005454.avi
2025-08-24T00:54:54.310198,NO_MASK,0,snapshots/NO_MASK_20250824_005454.jpg,clips/NO_MASK_20250824_005454.avi
2025-08-24T00:54:54.481834,NO_MASK,0,snapshots/NO_MASK_20250824_005454.jpg,clips/NO_MASK_20250824_005454.avi
2025-08-24T00:54:54.655183,NO_MASK,0,snapshots/NO_MASK_20250824_005454.jpg,clips/NO_MASK_20250824_005454.avi
2025-08-24T00:54:54.813098,NO_MASK,0,snapshots/NO_MASK_20250824_005454.jpg,clips/NO_MASK_20250824_005454.avi
2025-08-24T00:54:54.958057,NO_MASK,0,snapshots/NO_MASK_20250824_005454.jpg,clips/NO_MASK_20250824_005454.avi
2025-08-24T00:54:55.108773,NO_MASK,0,snapshots/NO_MASK_20250824_005455.jpg,clips/NO_MASK_20250824_005455.avi
2025-08-24T00:54:55.252712,NO_MASK,0,snapshots/NO_MASK_20250824_005455.jpg,clips/NO_MASK_20250824_005455.avi
2025-08-24T00:54:55.403016,NO_MASK,0,snapshots/NO_MASK_20250824_005455.jpg,clips/NO_MASK_20250824_005455.avi
2025-08-24T00:54:55.595686,NO_MASK,0,snapshots/NO_MASK_20250824_005455.jpg,clips/NO_MASK_20250824_005455.avi
2025-08-24T00:54:55.742031,NO_MASK,0,snapshots/NO_MASK_20250824_005455.jpg,clips/NO_MASK_20250824_005455.avi
2025-08-24T00:54:55.913361,NO_MASK,0,snapshots/NO_MASK_20250824_005455.jpg,clips/NO_MASK_20250824_005455.avi
2025-08-24T00:54:56.149691,NO_SAFETY_VEST,0,snapshots/NO_SAFETY_VEST_20250824_005456.jpg,clips/NO_SAFETY_VEST_20250824_005456.avi
2025-08-24T00:54:56.325104,NO_SAFETY_VEST,0,snapshots/NO_SAFETY_VEST_20250824_005456.jpg,clips/NO_SAFETY_VEST_20250824_005456.avi
2025-08-24T00:54:56.514308,NO_SAFETY_VEST,0,snapshots/NO_SAFETY_VEST_20250824_005456.jpg,clips/NO_SAFETY_VEST_20250824_005456.avi
2025-08-24T00:54:56.695527,NO_MASK,0,snapshots/NO_MASK_20250824_005456.jpg,clips/NO_MASK_20250824_005456.avi
2025-08-24T00:54:56.905104,NO_SAFETY_VEST,0,snapshots/NO_SAFETY_VEST_20250824_005456.jpg,clips/NO_SAFETY_VEST_20250824_005456.avi
2025-08-24T00:54:57.102625,NO_SAFETY_VEST,0,snapshots/NO_SAFETY_VEST_20250824_005457.jpg,clips/NO_SAFETY_VEST_20250824_005457.avi
2025-08-24T00:54:57.293263,NO_MASK,0,snapshots/NO_MASK_20250824_005457.jpg,clips/NO_MASK_20250824_005457.avi
2025-08-24T00:54:57.460223,NO_MASK,0,snapshots/NO_MASK_20250824_005457.jpg,clips/NO_MASK_20250824_005457.avi
2025-08-24T00:54:57.619681,NO_MASK,0,snapshots/NO_MASK_20250824_005457.jpg,clips/NO_MASK_20250824_005457.avi
2025-08-24T00:54:57.788129,NO_SAFETY_VEST,0,snapshots/NO_SAFETY_VEST_20250824_005457.jpg,clips/NO_SAFETY_VEST_20250824_005457.avi
2025-08-24T00:54:57.942254,NO_MASK,0,snapshots/NO_MASK_20250824_005457.jpg,clips/NO_MASK_20250824_005457.avi
2025-08-24T00:54:58.091467,NO_MASK,0,snapshots/NO_MASK_20250824_005458.jpg,clips/NO_MASK_20250824_005458.avi
2025-08-24T00:54:58.244864,NO_MASK,0,snapshots/NO_MASK_20250824_005458.jpg,clips/NO_MASK_20250824_005458.avi
2025-08-24T00:54:58.370401,NO_SAFETY_VEST,0,snapshots/NO_SAFETY_VEST_20250824_005458.jpg,clips/NO_SAFETY_VEST_20250824_005458.avi
2025-08-24T00:54:58.520674,NO_MASK,0,snapshots/NO_MASK_20250824_005458.jpg,clips/NO_MASK_20250824_005458.avi
2025-08-24T00:54:58.652063,NO_SAFETY_VEST,0,snapshots/NO_SAFETY_VEST_20250824_005458.jpg,clips/NO_SAFETY_VEST_20250824_005458.avi
2025-08-24T00:54:58.837664,NO_SAFETY_VEST,0,snapshots/NO_SAFETY_VEST_20250824_005458.jpg,clips/NO_SAFETY_VEST_20250824_005458.avi
2025-08-24T00:54:59.017128,NO_MASK,0,snapshots/NO_MASK_20250824_005458.jpg,clips/NO_MASK_20250824_005459.avi
2025-08-24T00:54:59.205687,NO_MASK,0,snapshots/NO_MASK_20250824_005459.jpg,clips/NO_MASK_20250824_005459.avi
